Num1,Num2,Num3,Num4,Num5,
3.00,3397138.00,1.00,11.00,1.00,
2.00,1987999.00,0.60,94.00,2.00,
1.00,1651540.00,0.50,13.00,1.00,
2.00,1347738.00,0.50,65.00,2.00,
2.00,3155908.00,0.40,49.00,3.00,
2.00,3066939.00,0.30,99.00,1.00,
1.00,1247780.00,0.70,64.00,1.00,
3.00,1405054.00,0.90,54.00,1.00,
3.00,1951988.00,0.60,92.00,2.00,
2.00,1222144.00,0.60,56.00,2.00,
2.00,2943420.00,0.60,57.00,2.00,
2.00,3773507.00,0.70,24.00,1.00,
2.00,1148321.00,0.50,98.00,1.00,
3.00,3322074.00,0.20,27.00,1.00,
2.00,1004385.00,0.60,36.00,1.00,
1.00,1206443.00,0.70,67.00,3.00,
2.00,2556284.00,0.10,11.00,3.00,
2.00,3345716.00,0.20,86.00,2.00,
2.00,2913106.00,1.00,77.00,2.00,
3.00,2163101.00,0.60,68.00,2.00,
3.00,1102440.00,0.90,75.00,2.00,
1.00,3324209.00,0.40,39.00,2.00,
3.00,1530141.00,0.30,93.00,2.00,
3.00,1804713.00,0.30,84.00,1.00,
1.00,1703347.00,0.50,85.00,1.00,
2.00,2785951.00,0.60,33.00,3.00,
2.00,1003436.00,0.30,19.00,1.00,
2.00,1408634.00,0.20,90.00,3.00,
3.00,2312180.00,0.60,72.00,3.00,
1.00,1840370.00,0.50,12.00,1.00,
3.00,3750746.00,0.80,20.00,3.00,
2.00,1728008.00,0.30,70.00,2.00,
1.00,3838514.00,0.20,64.00,1.00,
1.00,1995828.00,0.80,64.00,1.00,
2.00,3927623.00,0.80,13.00,2.00,
2.00,3862840.00,0.50,42.00,2.00,
2.00,3819283.00,0.70,33.00,2.00,
1.00,1407612.00,0.90,10.00,1.00,
3.00,2586188.00,0.50,56.00,3.00,
1.00,3887828.00,0.40,20.00,1.00,
2.00,3397290.00,0.70,23.00,2.00,
3.00,1291139.00,0.90,28.00,3.00,
2.00,2570141.00,0.10,29.00,2.00,
1.00,3340948.00,0.20,35.00,1.00,
1.00,3908828.00,0.30,85.00,2.00,
2.00,2248561.00,0.10,30.00,2.00,
3.00,3496548.00,0.60,62.00,1.00,
3.00,3575708.00,0.50,62.00,1.00,
2.00,2035738.00,0.50,11.00,1.00,
2.00,1565948.00,0.80,34.00,2.00,
2.00,2801297.00,0.60,93.00,3.00,
2.00,3812925.00,0.40,49.00,3.00,
3.00,1368644.00,0.10,51.00,2.00,
2.00,1115669.00,0.40,58.00,3.00,
3.00,1747920.00,0.70,48.00,3.00,
3.00,1141473.00,1.00,99.00,2.00,
1.00,3914833.00,0.50,49.00,3.00,
2.00,1693271.00,0.40,82.00,2.00,
3.00,3369360.00,0.50,86.00,1.00,
2.00,1420192.00,0.60,77.00,3.00,
2.00,1967784.00,0.60,35.00,1.00,
3.00,1540978.00,0.20,19.00,2.00,
1.00,2870838.00,0.80,79.00,2.00,
1.00,2445856.00,0.90,24.00,3.00,
2.00,1884856.00,0.10,66.00,3.00,
2.00,3324616.00,0.80,27.00,3.00,
1.00,1602292.00,0.60,37.00,2.00,
3.00,2508672.00,0.20,70.00,2.00,
2.00,2759253.00,0.60,41.00,1.00,
3.00,2116230.00,0.30,36.00,1.00,
3.00,1795989.00,0.30,76.00,3.00,
1.00,1359477.00,0.20,24.00,2.00,
2.00,3091802.00,0.80,90.00,2.00,
1.00,1098910.00,0.50,25.00,3.00,
3.00,2187264.00,0.50,40.00,1.00,
1.00,3479213.00,0.90,85.00,3.00,
3.00,3350370.00,0.70,53.00,1.00,
3.00,1289489.00,0.70,49.00,2.00,
2.00,2144252.00,0.40,60.00,1.00,
1.00,2941994.00,1.00,38.00,2.00,
1.00,2410016.00,0.50,49.00,2.00,
2.00,1871684.00,0.70,20.00,1.00,
3.00,1692926.00,0.40,61.00,1.00,
2.00,1361891.00,0.70,99.00,1.00,
3.00,3746544.00,1.00,13.00,2.00,
2.00,1209912.00,0.80,27.00,3.00,
1.00,3798709.00,0.40,17.00,3.00,
2.00,2722188.00,0.60,20.00,1.00,
1.00,2219734.00,0.80,66.00,2.00,
2.00,1533251.00,0.60,18.00,1.00,
2.00,2620570.00,0.20,88.00,2.00,
3.00,2887731.00,0.30,100.00,2.00,
3.00,3214100.00,1.00,61.00,3.00,
3.00,3058940.00,0.10,46.00,3.00,
1.00,3639209.00,0.30,69.00,2.00,
2.00,3372126.00,0.80,66.00,1.00,
1.00,2225863.00,0.70,48.00,2.00,
3.00,1630424.00,0.90,45.00,3.00,
1.00,2600818.00,0.70,33.00,1.00,
2.00,2984136.00,0.70,87.00,3.00,
1.00,3138541.00,0.70,33.00,2.00,
2.00,2590218.00,1.00,69.00,3.00,
1.00,3047465.00,0.60,28.00,1.00,
2.00,1672211.00,0.70,13.00,2.00,
2.00,3149757.00,0.60,31.00,1.00,
1.00,3864746.00,1.00,88.00,3.00,
1.00,2648053.00,0.50,97.00,1.00,
1.00,1238270.00,0.20,17.00,2.00,
2.00,3824710.00,0.60,75.00,2.00,
3.00,2991011.00,0.50,11.00,2.00,
2.00,3937997.00,0.10,89.00,1.00,
3.00,3357649.00,0.80,36.00,3.00,
1.00,1539185.00,0.40,61.00,2.00,
2.00,1282504.00,0.90,96.00,3.00,
2.00,3317738.00,0.20,42.00,2.00,
1.00,3453433.00,0.60,40.00,1.00,
1.00,2300493.00,0.80,46.00,3.00,
2.00,3574715.00,0.30,31.00,1.00,
1.00,3453337.00,0.90,83.00,2.00,
2.00,2939101.00,0.10,52.00,2.00,
1.00,2375731.00,0.30,99.00,3.00,
1.00,2340624.00,0.30,98.00,3.00,
3.00,1773272.00,0.60,93.00,3.00,
3.00,2815860.00,0.90,32.00,2.00,
2.00,3525637.00,0.20,18.00,1.00,
3.00,3252379.00,0.80,71.00,3.00,
2.00,2685793.00,0.80,84.00,1.00,
2.00,1969953.00,0.50,44.00,2.00,
3.00,3288250.00,0.70,93.00,1.00,
3.00,3648893.00,0.40,15.00,1.00,
1.00,3675963.00,0.20,80.00,3.00,
1.00,2623062.00,0.80,23.00,1.00,
2.00,2432298.00,0.30,13.00,2.00,
3.00,2992630.00,0.50,85.00,2.00,
2.00,1293879.00,0.90,25.00,3.00,
1.00,3085319.00,0.60,96.00,2.00,
1.00,3372403.00,0.10,59.00,1.00,
3.00,1179088.00,0.30,74.00,2.00,
1.00,3830934.00,0.40,69.00,3.00,
2.00,1406267.00,0.70,47.00,1.00,
2.00,2434358.00,0.60,12.00,3.00,
2.00,1289569.00,0.90,74.00,1.00,
2.00,3850800.00,0.20,29.00,2.00,
1.00,1353136.00,0.40,30.00,1.00,
3.00,2870365.00,0.30,11.00,2.00,
3.00,1378228.00,0.20,99.00,2.00,
1.00,2087697.00,0.70,74.00,2.00,
2.00,3372443.00,0.90,57.00,1.00,
3.00,2252523.00,0.80,93.00,2.00,
1.00,2748687.00,0.80,90.00,2.00,
1.00,3080409.00,0.10,60.00,1.00,
3.00,2583687.00,0.40,32.00,3.00,
2.00,1759810.00,0.80,20.00,1.00,
1.00,1116080.00,0.70,78.00,1.00,
3.00,3191788.00,0.90,58.00,3.00,
1.00,2347342.00,0.80,57.00,2.00,
2.00,3340098.00,0.20,21.00,3.00,
1.00,1477624.00,0.20,60.00,3.00,
3.00,1538307.00,0.40,36.00,3.00,
1.00,1699205.00,0.60,40.00,1.00,
3.00,2773593.00,0.10,81.00,3.00,
2.00,2247604.00,0.30,38.00,2.00,
3.00,2383755.00,0.40,24.00,2.00,
1.00,3422580.00,0.60,39.00,1.00,
1.00,3134066.00,0.40,69.00,2.00,
3.00,2478458.00,0.20,61.00,3.00,
1.00,3203462.00,0.90,67.00,2.00,
1.00,1875411.00,0.80,74.00,2.00,
2.00,1618426.00,0.70,36.00,3.00,
3.00,2349779.00,0.20,78.00,2.00,
1.00,1722112.00,0.60,15.00,3.00,
1.00,2525615.00,0.70,34.00,1.00,
3.00,3765855.00,0.10,35.00,2.00,
3.00,1583730.00,0.50,30.00,3.00,
1.00,1326411.00,0.70,48.00,2.00,
2.00,3886796.00,0.60,32.00,2.00,
2.00,1704188.00,0.40,33.00,3.00,
3.00,2077149.00,0.70,60.00,3.00,
3.00,1900377.00,0.20,61.00,3.00,
1.00,1946799.00,0.30,45.00,3.00,
1.00,1198327.00,0.60,60.00,3.00,
1.00,2916267.00,0.20,22.00,3.00,
3.00,2282656.00,0.80,87.00,1.00,
2.00,1423063.00,0.60,64.00,1.00,
2.00,1753577.00,0.60,41.00,1.00,
3.00,1420015.00,0.80,89.00,2.00,
1.00,3047459.00,0.30,41.00,3.00,
1.00,3215831.00,0.60,30.00,2.00,
3.00,1498213.00,0.60,51.00,3.00,
1.00,3378338.00,0.30,66.00,3.00,
3.00,1301500.00,0.80,99.00,2.00,
1.00,1495426.00,0.50,94.00,1.00,
1.00,1932076.00,0.50,67.00,1.00,
2.00,1813484.00,0.60,52.00,1.00,
3.00,1472760.00,0.50,60.00,1.00,
3.00,1048945.00,1.00,48.00,2.00,
1.00,2281992.00,0.30,24.00,1.00,
1.00,1940580.00,0.20,85.00,2.00,
2.00,3257047.00,0.60,86.00,2.00,
2.00,1572048.00,0.20,68.00,1.00,
1.00,2722781.00,0.30,14.00,2.00,
2.00,3350638.00,0.70,30.00,1.00,
3.00,1517702.00,0.60,97.00,1.00,
1.00,3657042.00,0.60,59.00,3.00,
3.00,3334008.00,0.90,71.00,1.00,
2.00,3013751.00,0.60,49.00,1.00,
2.00,2234836.00,0.30,76.00,3.00,
2.00,2103186.00,0.80,52.00,2.00,
3.00,2063940.00,0.90,62.00,2.00,
1.00,1805676.00,0.50,82.00,1.00,
2.00,2683813.00,0.30,36.00,3.00,
1.00,1917134.00,1.00,96.00,1.00,
3.00,2053573.00,0.60,95.00,1.00,
2.00,1632646.00,1.00,84.00,1.00,
3.00,1216542.00,0.60,85.00,3.00,
1.00,1450476.00,0.20,24.00,1.00,
1.00,1688057.00,0.90,28.00,3.00,
1.00,1980337.00,0.80,83.00,1.00,
1.00,2963690.00,0.50,12.00,2.00,
3.00,3235258.00,0.70,10.00,2.00,
3.00,2813484.00,0.70,60.00,2.00,
2.00,3664216.00,0.90,43.00,2.00,
3.00,3877989.00,0.70,61.00,2.00,
1.00,1753941.00,0.30,82.00,2.00,
3.00,1765334.00,0.50,60.00,2.00,
3.00,2203214.00,0.70,75.00,2.00,
1.00,1843991.00,0.20,80.00,2.00,
2.00,1308323.00,0.90,41.00,3.00,
2.00,2806838.00,0.90,25.00,1.00,
3.00,2022113.00,0.60,94.00,3.00,
2.00,1460171.00,0.70,40.00,3.00,
3.00,1821331.00,0.30,63.00,3.00,
1.00,1256235.00,0.40,99.00,1.00,
1.00,1446211.00,0.70,46.00,1.00,
3.00,1449600.00,0.40,98.00,2.00,
2.00,3594130.00,0.30,62.00,1.00,
2.00,2724963.00,0.80,89.00,3.00,
3.00,1763996.00,0.30,85.00,2.00,
1.00,2980488.00,0.70,26.00,2.00,
1.00,3426162.00,0.50,51.00,2.00,
1.00,1173588.00,0.70,68.00,3.00,
1.00,3832904.00,0.50,81.00,3.00,
3.00,3358952.00,0.60,14.00,2.00,
1.00,3614725.00,1.00,30.00,1.00,
1.00,2130031.00,0.90,87.00,2.00,
2.00,2775128.00,0.80,69.00,2.00,
2.00,3097734.00,0.60,73.00,2.00,
1.00,3660902.00,0.10,72.00,3.00,
3.00,3075455.00,0.90,55.00,2.00,
2.00,1998259.00,0.90,48.00,3.00,
2.00,3937550.00,0.90,25.00,1.00,
3.00,3871512.00,0.60,46.00,1.00,
2.00,1729911.00,0.90,35.00,1.00,
3.00,3638652.00,0.80,27.00,1.00,
1.00,1095330.00,0.20,42.00,2.00,
1.00,2938670.00,0.90,98.00,3.00,
2.00,2131919.00,0.70,13.00,1.00,
2.00,3652474.00,0.60,32.00,1.00,
1.00,1405275.00,0.50,26.00,1.00,
2.00,1212760.00,0.50,70.00,2.00,
3.00,3675056.00,0.10,64.00,2.00,
3.00,2893145.00,0.10,61.00,1.00,
3.00,2926174.00,0.30,67.00,2.00,
2.00,2356008.00,0.50,45.00,2.00,
2.00,3855321.00,0.70,39.00,3.00,
1.00,2096567.00,0.30,91.00,1.00,
3.00,3755507.00,0.30,82.00,1.00,
2.00,3092802.00,0.80,36.00,2.00,
3.00,3440705.00,0.60,38.00,1.00,
1.00,1680341.00,0.40,67.00,1.00,
2.00,2867046.00,0.40,15.00,1.00,
2.00,3198676.00,0.20,53.00,1.00,
1.00,2998209.00,0.70,88.00,1.00,
2.00,1582034.00,0.80,12.00,3.00,
1.00,1134584.00,0.60,25.00,1.00,
2.00,3897491.00,0.80,23.00,1.00,
1.00,1419004.00,0.60,65.00,1.00,
3.00,1231646.00,0.50,70.00,1.00,
2.00,1666499.00,0.80,15.00,2.00,
2.00,2891673.00,0.10,61.00,3.00,
1.00,3128218.00,0.60,23.00,1.00,
3.00,1207520.00,0.30,62.00,2.00,
1.00,2911885.00,1.00,10.00,3.00,
1.00,2923206.00,1.00,10.00,2.00,
1.00,2758574.00,0.50,34.00,1.00,
2.00,1583485.00,1.00,26.00,3.00,
1.00,1568172.00,0.90,33.00,2.00,
1.00,2394044.00,0.40,26.00,1.00,
2.00,2961308.00,0.60,72.00,1.00,
2.00,2151999.00,0.20,92.00,1.00,
2.00,2895177.00,0.30,66.00,3.00,
3.00,3336274.00,0.40,76.00,1.00,
1.00,2665213.00,0.30,28.00,3.00,
3.00,1709313.00,0.40,28.00,3.00,
1.00,3164496.00,0.40,89.00,1.00,
1.00,2867967.00,0.70,40.00,1.00,
2.00,1717124.00,0.40,52.00,3.00,
1.00,1917662.00,0.50,95.00,2.00,
1.00,3814961.00,0.20,62.00,3.00,
1.00,3789198.00,0.80,59.00,3.00,
2.00,1403873.00,0.40,39.00,2.00,
2.00,1973232.00,0.50,49.00,3.00,
1.00,1247302.00,0.80,27.00,1.00,
2.00,1492107.00,0.80,13.00,2.00,
2.00,1280834.00,0.20,48.00,1.00,
2.00,3327890.00,0.30,23.00,2.00,
1.00,1906097.00,0.90,25.00,1.00,
2.00,2976445.00,0.40,44.00,1.00,
2.00,1067135.00,0.80,38.00,3.00,
3.00,1784674.00,0.80,63.00,3.00,
3.00,3624900.00,0.50,22.00,2.00,
2.00,2258631.00,0.90,24.00,1.00,
3.00,1993002.00,0.20,48.00,1.00,
3.00,3595592.00,0.60,86.00,2.00,
3.00,2572347.00,0.50,21.00,1.00,
2.00,2728802.00,0.70,81.00,2.00,
1.00,2575811.00,0.40,45.00,2.00,
3.00,1884358.00,0.60,68.00,1.00,
1.00,2543530.00,0.40,84.00,2.00,
2.00,2447334.00,0.20,54.00,3.00,
3.00,1536405.00,0.90,97.00,1.00,
2.00,3568151.00,0.90,93.00,1.00,
1.00,1999307.00,0.60,20.00,3.00,
3.00,1378614.00,0.90,93.00,2.00,
1.00,2699145.00,0.60,59.00,2.00,
3.00,3044269.00,1.00,99.00,2.00,
2.00,1312628.00,0.20,86.00,3.00,
2.00,1873357.00,0.60,97.00,3.00,
3.00,2758664.00,0.80,67.00,3.00,
3.00,2714898.00,0.20,76.00,2.00,
1.00,1856572.00,0.10,28.00,2.00,
3.00,1217531.00,0.90,92.00,3.00,
3.00,3279075.00,0.60,78.00,3.00,
3.00,2491576.00,0.60,55.00,2.00,
1.00,3841740.00,0.50,16.00,1.00,
3.00,2707942.00,0.80,87.00,1.00,
1.00,3344296.00,0.10,64.00,2.00,
2.00,3420187.00,0.40,96.00,1.00,
3.00,3615694.00,0.80,88.00,1.00,
2.00,3930087.00,1.00,10.00,2.00,
3.00,3512199.00,0.60,96.00,2.00,
1.00,3698827.00,0.40,57.00,3.00,
3.00,3839687.00,0.20,59.00,3.00,
1.00,2051455.00,0.10,18.00,1.00,
1.00,2323346.00,0.90,100.00,1.00,
2.00,3102352.00,0.20,24.00,2.00,
2.00,1265430.00,0.80,65.00,1.00,
1.00,1633525.00,0.90,69.00,2.00,
2.00,1453813.00,0.50,70.00,3.00,
2.00,1965309.00,0.30,91.00,3.00,
2.00,2260619.00,0.40,88.00,1.00,
3.00,3570899.00,0.30,36.00,2.00,
3.00,3893984.00,0.10,16.00,2.00,
1.00,3339672.00,0.50,43.00,1.00,
3.00,3913385.00,0.90,77.00,2.00,
2.00,2692707.00,0.60,90.00,2.00,
1.00,1007132.00,0.90,61.00,2.00,
2.00,3273740.00,0.20,79.00,2.00,
2.00,2991782.00,0.50,66.00,1.00,
2.00,2244806.00,0.60,95.00,3.00,
3.00,3190538.00,0.50,52.00,3.00,
2.00,1087827.00,0.20,17.00,1.00,
1.00,2832933.00,0.60,86.00,2.00,
2.00,1356802.00,0.70,37.00,2.00,
3.00,2523758.00,0.30,85.00,2.00,
3.00,3351803.00,0.40,99.00,2.00,
1.00,2448823.00,0.40,33.00,1.00,
1.00,3899894.00,0.40,91.00,3.00,
2.00,3884481.00,0.40,50.00,3.00,
1.00,1829022.00,0.90,12.00,2.00,
1.00,1077745.00,0.60,86.00,2.00,
1.00,2335804.00,0.10,11.00,3.00,
1.00,3669165.00,0.30,76.00,3.00,
2.00,2575225.00,0.40,82.00,2.00,
1.00,3342116.00,0.80,55.00,1.00,
2.00,3626914.00,0.60,78.00,1.00,
1.00,3877642.00,0.70,15.00,1.00,
1.00,1588551.00,0.50,49.00,2.00,
1.00,1887215.00,0.80,43.00,2.00,
3.00,3571446.00,0.40,15.00,3.00,
2.00,3727695.00,0.60,56.00,2.00,
3.00,3557043.00,0.70,38.00,1.00,
3.00,1649320.00,0.30,33.00,1.00,
2.00,1478787.00,0.10,26.00,3.00,
3.00,3512650.00,0.40,24.00,2.00,
3.00,2941977.00,0.40,94.00,3.00,
2.00,3907496.00,0.60,39.00,3.00,
3.00,3186014.00,0.50,95.00,3.00,
1.00,3117425.00,0.80,22.00,3.00,
1.00,2976429.00,0.60,62.00,2.00,
1.00,3994162.00,0.70,44.00,3.00,
1.00,2576839.00,0.80,47.00,3.00,
1.00,1637072.00,0.90,54.00,2.00,
2.00,2923906.00,0.70,28.00,3.00,
